	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_101	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	101	113442	114845	1	C	K13599	two-component system, NtrC family, nitrogen regulation response regulator NtrX								Sigma-54 interaction domain [PF00158.29]; Sigma-54 interaction domain [PF14532.9]; Response regulator receiver domain [PF00072.27]; Bacterial regulatory protein, Fis family [PF02954.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_102	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	102	114851	115981	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_103	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	103	116205	116606	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_104	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	104	116750	117220	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_105	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	105	117237	117578	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_106	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	106	117613	118023	1	C	K03116	sec-independent protein translocase protein TatA								mttA/Hcf106 family [PF02416.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_107	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	107	118138	118563	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_108	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	108	118600	118926	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_109	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	109	119023	119967	1	D										DnaJ C terminal domain [PF01556.21]; DnaJ domain [PF00226.34]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_110	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	110	119994	120296	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_111	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	111	120329	122053	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_112	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	112	122063	122446	1	D										Response regulator receiver domain [PF00072.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_113	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	113	122447	122770	1	C	K11741	quaternary ammonium compound-resistance protein SugE								Small Multidrug Resistance protein [PF00893.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_114	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	114	122786	124555	-1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.27]; Acyl-CoA dehydrogenase, middle domain [PF02770.22]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_115	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	115	124770	125912	1	C	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]								Acyl-CoA dehydrogenase, C-terminal domain [PF00441.27]; Acyl-CoA dehydrogenase, middle domain [PF02770.22]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_116	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	116	125942	126445	1	C	K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]								6,7-dimethyl-8-ribityllumazine synthase [PF00885.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_117	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	117	126448	126900	1	C	K03625	transcription antitermination protein NusB								NusB family [PF01029.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_118	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	118	126918	127655	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_119	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	119	127673	128062	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_120	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	120	128092	130971	-1	D										SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_121	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	121	131054	132595	-1	D										Penicillin binding protein transpeptidase domain [PF00905.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_122	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	122	132661	133356	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_123	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	123	133470	133910	1	D										Polymer-forming cytoskeletal [PF04519.16]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_124	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	124	133960	134457	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_125	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	125	134558	135493	1	C	K02259	heme a synthase [EC:1.17.99.9]								Cytochrome oxidase assembly protein [PF02628.18]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_126	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	126	135484	135822	-1	D										2Fe-2S iron-sulfur cluster binding domain [PF00111.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_127	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	127	135838	136617	-1	D			MER1073240	S49C	MER1073240 - subfamily S49C non-peptidase homologues (Acinetobacter bohemicus) [S49.UNC]#S49C#{peptidase unit: 84-212}~source N8Q6E4~	False	0.469	101.0	3.3400000000000003e-22	Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_128	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	128	136703	137809	-1	D										Thioredoxin [PF13462.9]; DSBA-like thioredoxin domain [PF01323.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_129	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	129	137887	138726	-1	D										TRAP transporter T-component [PF16811.8]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_130	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	130	138892	139815	-1	D										PD-(D/E)XK nuclease family transposase [PF12784.10]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_131	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	131	140032	141270	-1	C	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]								S-adenosylmethionine synthetase, C-terminal domain [PF02773.19]; S-adenosylmethionine synthetase, central domain [PF02772.19]; S-adenosylmethionine synthetase, N-terminal domain [PF00438.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_132	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	132	141930	143108	1	D										Glycyl-tRNA synthetase alpha subunit [PF02091.18]; Glycyl-tRNA synthetase beta subunit [PF02092.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_133	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	133	143114	145075	1	D										Glycyl-tRNA synthetase beta subunit [PF02092.20]; DALR anticodon binding domain [PF05746.18]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_134	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	134	145079	146029	1	C	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]								FAD synthetase [PF06574.15]; Riboflavin kinase [PF01687.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_135	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	135	146137	148053	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_136	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	136	148042	149151	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_137	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	137	149241	149726	-1	C	K03469	ribonuclease HI [EC:3.1.26.4]								RNase H [PF00075.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_138	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	138	149752	150372	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_139	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	139	150356	150910	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_140	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	140	150992	151588	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13673.10]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_141	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	141	151585	152658	1	D										Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]	GT9	GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).	2.4.1.56,2.4.99.-	GT9.hmm	0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_142	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	142	152676	153860	1	D										Chalcone and stilbene synthases, C-terminal domain [PF02797.18]; Chalcone and stilbene synthases, N-terminal domain [PF00195.22]; FAE1/Type III polyketide synthase-like protein [PF08392.15]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_143	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	143	153857	154375	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_144	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	144	154350	155093	1	D										Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13649.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Mycolic acid cyclopropane synthetase [PF02353.23]; Methyltransferase domain [PF08242.15]; Tellurite resistance protein TehB [PF03848.17]; Methionine biosynthesis protein MetW [PF07021.15]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_145	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	145	155100	156602	-1	C	K03406	methyl-accepting chemotaxis protein	MER0501642	M23B	MER0501642 - subfamily M23B unassigned peptidases (Clostridium saccharobutylicum) [M23.UPB]#M23B#{peptidase unit: 361-556}~source YP_008673405~	False	0.3	72.0	1.479e-11	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_146	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	146	156711	158126	-1	C	K03406	methyl-accepting chemotaxis protein	MER0501642	M23B	MER0501642 - subfamily M23B unassigned peptidases (Clostridium saccharobutylicum) [M23.UPB]#M23B#{peptidase unit: 361-556}~source YP_008673405~	False	0.265	71.0	2.291e-11	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_147	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	147	158376	158702	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_148	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	148	158708	159061	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_149	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	149	159278	160015	-1	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_150	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	150	160139	161605	-1	C	K03406	methyl-accepting chemotaxis protein	MER0500533	M23B	MER0500533 - subfamily M23B unassigned peptidases (Campylobacter coli) [M23.UPB]#M23B#{peptidase unit: 296-493}~source YP_008473886~	False	0.32	74.0	3.464e-12	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_151	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	151	161749	163215	-1	C	K03406	methyl-accepting chemotaxis protein	MER0500533	M23B	MER0500533 - subfamily M23B unassigned peptidases (Campylobacter coli) [M23.UPB]#M23B#{peptidase unit: 296-493}~source YP_008473886~	False	0.321	74.0	2.616e-12	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_152	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	152	163522	171876	1	D										AMP-binding enzyme [PF00501.31]; Condensation domain [PF00668.23]; Thioesterase domain [PF00975.23]; Phosphopantetheine attachment site [PF00550.28]; AMP-binding enzyme C-terminal domain [PF13193.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_153	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	153	172140	174419	1	C	K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]								Phosphate acetyl/butaryl transferase [PF01515.22]; Malic enzyme, NAD binding domain [PF03949.18]; Malic enzyme, N-terminal domain [PF00390.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_154	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	154	174420	175745	-1	D			MER0482623	M24B	MER0482623 - Xaa-Pro dipeptidase (bacteria-type) (Holophaga foetida) [M24.003]#M24B#{peptidase unit: 153-430}~source ZP_09579031~	False	0.488	257.0	8.258999999999999e-73	Metallopeptidase family M24 [PF00557.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_155	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	155	176045	176692	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_156	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	156	176706	177518	1	C	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]								haloacid dehalogenase-like hydrolase [PF08282.15]; Sucrose-6F-phosphate phosphohydrolase [PF05116.16]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_157	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	157	177534	179984	-1	C	K01869	leucyl-tRNA synthetase [EC:6.1.1.4]								tRNA synthetases class I (I, L, M and V) [PF00133.25]; Leucyl-tRNA synthetase, Domain 2 [PF13603.9]; tRNA synthetases class I (M) [PF09334.14]; Anticodon-binding domain of tRNA ligase [PF08264.16]; tRNA synthetases class I (C) catalytic domain [PF01406.22]; tRNA synthetases class I (K) [PF01921.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_158	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	158	180292	180846	1	D										Protein of unknown function (DUF1003) [PF06210.14]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_159	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	159	180862	181590	-1	C	K06203	CysZ protein													0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_160	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	160	181639	183990	1	C	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family								FtsK/SpoIIIE family [PF01580.21]; FtsK alpha domain [PF17854.4]; Ftsk gamma domain [PF09397.13]; 4TM region of DNA translocase FtsK/SpoIIIE [PF13491.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_161	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	161	184019	185404	1	C	K15539	cytoskeleton protein RodZ								Helix-turn-helix domain [PF13413.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_162	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	162	185469	187439	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]; BRCA1 C Terminus (BRCT) domain [PF00533.29]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_163	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	163	187434	188528	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_164	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	164	188888	189115	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_165	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	165	189236	190192	-1	C	K00507	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]								Fatty acid desaturase [PF00487.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_166	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	166	190576	191667	1	D			MER1215230	M12A	MER1215230 - subfamily M12A unassigned peptidases (Silvanigrella aquatica) [M12.UPA]#M12A#{peptidase unit: 63-247}~source APJ04271~	False	0.473	157.0	8.922e-40	Astacin (Peptidase family M12A) [PF01400.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_167	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	167	191979	193277	1	D			MER1215230	M12A	MER1215230 - subfamily M12A unassigned peptidases (Silvanigrella aquatica) [M12.UPA]#M12A#{peptidase unit: 63-247}~source APJ04271~	False	0.367	126.0	6.704e-29	Astacin (Peptidase family M12A) [PF01400.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_168	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	168	193321	194583	1	D			MER1215230	M12A	MER1215230 - subfamily M12A unassigned peptidases (Silvanigrella aquatica) [M12.UPA]#M12A#{peptidase unit: 63-247}~source APJ04271~	False	0.277	81.0	1.944e-14	Astacin (Peptidase family M12A) [PF01400.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_169	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	169	194628	195482	-1	C	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]								Tetrapyrrole (Corrin/Porphyrin) Methylases [PF00590.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_170	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	170	195479	196333	-1	D										Metallo-beta-lactamase superfamily [PF00753.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_171	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	171	196354	197952	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_172	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	172	197985	199997	-1	C	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]								UvrD/REP helicase N-terminal domain [PF00580.24]; UvrD-like helicase C-terminal domain [PF13361.9]; AAA domain [PF13245.9]; UvrD-like helicase C-terminal domain [PF13538.9]; AAA domain [PF13086.9]; Viral (Superfamily 1) RNA helicase [PF01443.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_173	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	173	200008	200868	-1	C	K02654	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	MER0247250	A24A	MER0247250 - subfamily A24A unassigned peptidases (Geobacter sp. M18) [A24.UPA]#A24A#{peptidase unit: 18-270}~source YP_004198111~	False	0.444	209.0	8.552e-59	Bacterial Peptidase A24 N-terminal domain [PF06750.16]; Type IV leader peptidase family [PF01478.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_174	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	174	200983	201426	1	C	K03664	SsrA-binding protein								SmpB protein [PF01668.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_175	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	175	201434	201895	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_176	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	176	202030	202674	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_177	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	177	203171	203389	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_178	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	178	203547	203918	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_179	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	179	204170	205066	1	D										Shikimate dehydrogenase substrate binding domain [PF08501.14]					0
